File_Path,File_Name,Quality,Reconstruction,Reconstruction_Scores,Labeler_Name,Notes,Created_At,Updated_At
Trajectories/2022-02-04/264_RR220204A_793C_1935.bmp,264_RR220204A_793C_1935.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-10 02:43:26,2025-12-10 02:43:26
Trajectories/2022-02-04/109_RR220204A_437C_1737.bmp,109_RR220204A_437C_1737.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-10 02:43:28,2025-12-10 02:43:28
Trajectories/2022-02-06/014_RR220206A_165C_1704-01.bmp,014_RR220206A_165C_1704-01.bmp,None,"[""Bad""]",None,SY,Marked as Bad in pairwise mode,2025-12-10 16:56:57,2025-12-10 16:56:57
Trajectories/2022-02-06/020_RR220206A_165C_1705.bmp,020_RR220206A_165C_1705.bmp,None,"[""Bad""]",None,SY,Marked as Bad in pairwise mode,2025-12-10 16:59:14,2025-12-10 16:59:14
Trajectories/2022-02-06/013_RR220206A_165C_1703-05.bmp,013_RR220206A_165C_1703-05.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-11 15:21:05,2025-12-11 15:21:05
Trajectories/2022-02-04/050_RR220204A_190C_0202.bmp,050_RR220204A_190C_0202.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:04:31,2025-12-12 00:04:31
Trajectories/2022-02-06/109_RR220206A_773C_1901.bmp,109_RR220206A_773C_1901.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:06:58,2025-12-12 00:06:58
Trajectories/2022-02-06/026_RR220206A_165C_1711.bmp,026_RR220206A_165C_1711.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:09:56,2025-12-12 00:09:56
Trajectories/2022-02-06/012_RR220206A_165C_1703-04.bmp,012_RR220206A_165C_1703-04.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:10:15,2025-12-12 00:10:15
Trajectories/2022-02-06/107_RR220206A_769C_1852.bmp,107_RR220206A_769C_1852.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:19:53,2025-12-12 00:19:53
Trajectories/2022-02-06/098_RR220206A_656C_1838.bmp,098_RR220206A_656C_1838.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:22:37,2025-12-12 00:22:37
Trajectories/2022-02-06/094_RR220206A_612C_1834.bmp,094_RR220206A_612C_1834.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:22:48,2025-12-12 00:22:48
Trajectories/2022-02-04/049_RR220204A_218C_0201.bmp,049_RR220204A_218C_0201.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-12 00:23:09,2025-12-12 00:23:09
Trajectories/2022-02-06/004_RR220206A_165C_1701-02.bmp,004_RR220206A_165C_1701-02.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-18 18:34:07,2025-12-18 18:34:07
Trajectories/2022-02-06/019_RR220206A_165C_1704-06.bmp,019_RR220206A_165C_1704-06.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-26 08:13:10,2025-12-26 08:13:10
Trajectories/2022-02-04/057_RR220204A_188C_0209.bmp,057_RR220204A_188C_0209.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-26 08:43:53,2025-12-26 08:43:53
Trajectories/2022-02-04/039_RR220204A_516C_0149.bmp,039_RR220204A_516C_0149.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-26 10:53:34,2025-12-26 10:53:34
Trajectories/2022-02-06/033_RR220206A_165C_1718.bmp,033_RR220206A_165C_1718.bmp,None,"[""Bad""]",None,AJ,Marked as Bad in pairwise mode,2025-12-26 10:55:34,2025-12-26 10:55:34
